WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
405,4,5,JULY,7,"18,21"
405,4,5,SEPTEMBER,9,"5,8"
405,4,5,OCTOBER,10,"23,24"
406,4,6,APRIL,4,"15,16"
406,4,6,JUNE,6,"3,4"
406,4,6,JULY,7,"22,23"
406,4,6,SEPTEMBER,9,"9,10"
406,4,6,OCTOBER,10,"27,28"
407,4,7,APRIL,4,"17,18"
407,4,7,JUNE,6,"5,6"
407,4,7,JULY,7,"24,25"
407,4,7,SEPTEMBER,9,"11,12"
407,4,7,OCTOBER,10,"29,30"
408,4,8,APRIL,4,"21,22"
408,4,8,JUNE,6,"9,10"
408,4,8,JULY,7,"28,29"
408,4,8,SEPTEMBER,9,"15,16"
408,4,8,OCTOBER,10,31
408,4,8,NOVEMBER,11,3
409,4,9,APRIL,4,"23,24"
409,4,9,JUNE,6,"11,12"
409,4,9,JULY,7,"30,31"
409,4,9,SEPTEMBER,9,"17,18"
409,4,9,NOVEMBER,10,"4,5"
410,4,10,APRIL,4,"25,28"
410,4,10,JUNE,6,"13,16"
410,4,10,AUGUST,8,"1,4"
410,4,10,SEPTEMBER,9,"19,22"
410,4,10,NOVEMBER,11,"6,7"
411,4,11,APRIL,4,"29,30"
411,4,11,JUNE,6,"17,18"
411,4,11,AUGUST,8,"5,6"
411,4,11,SEPTEMBER,9,"23,24"
411,4,11,NOVEMBER,11,"8,9"
412,4,12,MAY,5,"1,2"
412,4,12,JUNE,6,"19,20"
412,4,12,AUGUST,8,"7,8"
412,4,12,SEPTEMBER,9,"25,26"
412,4,12,NOVEMBER,11,"10,11"
413,4,13,MAY,5,"5,6"
413,4,13,JUNE,6,"23,24"
413,4,13,AUGUST,8,"11,12"
413,4,13,SEPTEMBER,9,"29,30"
413,4,13,NOVEMBER,11,"12,13"
414,4,14,MAY,5,"7,8"
414,4,14,JUNE,6,"25,26"
414,4,14,AUGUST,8,"13,14"
414,4,14,OCTOBER,10,"1,2"
414,4,14,NOVEMBER,11,"14,17"
415,4,15,MAY,5,"9,12"
415,4,15,JUNE,6,"27,30"
415,4,15,AUGUST,8,"15,18"
415,4,15,OCTOBER,10,"3,6"
415,4,15,NOVEMBER,11,"18,19"
416,4,16,MAY,5,"13,14"
416,4,16,JULY,7,"1,2"
416,4,16,AUGUST,8,"19,20"
416,4,16,OCTOBER,10,"7,8"
416,4,16,NOVEMBER,11,"20,21"
501,5,1,APRIL,4,"1,2"
501,5,1,MAY,5,"7,8"
501,5,1,JUNE,6,"16,17"
501,5,1,JULY,7,"24,25"
501,5,1,AUGUST,8,29
501,5,1,SEPTEMBER,9,3
501,5,1,OCTOBER,10,"8,9"
501,5,1,NOVEMBER,11,"17,18"
502,5,2,APRIL,4,"3,4"
502,5,2,MAY,5,"9,12"
502,5,2,JUNE,6,"18,19"
502,5,2,JULY,7,"28,29"
502,5,2,SEPTEMBER,9,"4,5"
502,5,2,OCTOBER,10,"10,15"
502,5,2,NOVEMBER,11,"19,20"
503,5,3,APRIL,4,"7,8"
503,5,3,MAY,5,"13,14"
503,5,3,JUNE,6,"20,23"
503,5,3,JULY,7,"30,31"
503,5,3,SEPTEMBER,9,"8,9"
503,5,3,OCTOBER,10,"16,17"
503,5,3,NOVEMBER,11,"21,24"
504,5,4,APRIL,4,"9,10"
504,5,4,MAY,5,"15,16"
504,5,4,JUNE,6,"24,25"
504,5,4,AUGUST,7,"1,4"
504,5,4,SEPTEMBER,9,"10,11"
504,5,4,OCTOBER,10,"20,21"
505,5,5,APRIL,4,"11,14"
505,5,5,MAY,5,"19,20"
505,5,5,JUNE,6,"26,27"
505,5,5,AUGUST,8,"5,6"
505,5,5,SEPTEMBER,9,"12,15"
505,5,5,OCTOBER,10,"22,23"
506,5,6,APRIL,4,"15,16"
506,5,6,MAY,5,"21,22"
506,5,6,JUNE,6,30
506,5,6,JULY,7,1
506,5,6,AUGUST,8,"7,8"
506,5,6,SEPTEMBER,9,"16,17"
506,5,6,OCTOBER,10,"24,27"
507,5,7,APRIL,4,"17,18"
507,5,7,MAY,5,"23,28"
507,5,7,JULY,7,"2,3"
507,5,7,AUGUST,8,"11,12"
507,5,7,SEPTEMBER,9,"18,19"
507,5,7,OCTOBER,10,"28,29"
508,5,8,APRIL,4,"21,22"
508,5,8,MAY,5,"29,30"
508,5,8,JULY,7,"8,9"
508,5,8,AUGUST,8,"13,14"
508,5,8,SEPTEMBER,9,"22,23"
508,5,8,OCTOBER,10,"30,31"
509,5,9,APRIL,4,"23,24"
509,5,9,JUNE,6,"2,3"
509,5,9,JULY,7,"10,11"
509,5,9,AUGUST,8,"15,18"
509,5,9,SEPTEMBER,9,"24,25"
509,5,9,NOVEMBER,11,"3,4"
510,5,10,APRIL,4,"25,28"
510,5,10,JUNE,6,"4,5"
510,5,10,JULY,7,"14,15"
510,5,10,AUGUST,8,"19,20"
510,5,10,SEPTEMBER,9,"26,29"
510,5,10,NOVEMBER,11,"5,6"
511,5,11,APRIL,4,"29,30"
511,5,11,JUNE,6,"6,9"
511,5,11,JULY,7,"16,17"
511,5,11,AUGUST,8,"21,22"
511,5,11,SEPTEMBER,9,30
511,5,11,OCTOBER,10,1
511,5,11,NOVEMBER,11,"7,10"
512,5,12,MAY,5,"1,2"
512,5,12,JUNE,6,"10,11"
512,5,12,JULY,7,"18,21"
512,5,12,AUGUST,8,"25,26"
512,5,12,OCTOBER,10,"2,3"
512,5,12,NOVEMBER,11,"11,12"
513,5,13,MAY,5,"5,6"
513,5,13,JUNE,6,"12,13"
513,5,13,JULY,7,"22,23"
513,5,13,AUGUST,8,"27,28"
513,5,13,OCTOBER,10,"6,7"
513,5,13,NOVEMBER,11,"13,14"
601,6,1,APRIL,4,"1,2"
601,6,1,MAY,5,"15,16"
601,6,1,JULY,7,"1,2"
601,6,1,AUGUST,8,"15,18"
601,6,1,OCTOBER,10,"1,2"
601,6,1,NOVEMBER,11,"17,18"
602,6,2,APRIL,4,"3,4"
602,6,2,MAY,5,"19,20"
602,6,2,JULY,7,"3,7"
602,6,2,AUGUST,8,"19,20"
602,6,2,OCTOBER,10,"3,6"
602,6,2,NOVEMBER,11,"19,20"
603,6,3,APRIL,4,"7,8"
603,6,3,MAY,5,"21,22"
603,6,3,JULY,7,"8,9"
603,6,3,AUGUST,8,"21,22"
603,6,3,OCTOBER,10,"7,8"
603,6,3,NOVEMBER,11,21
604,6,4,APRIL,4,"9,10"
604,6,4,MAY,5,"23,27"
604,6,4,JULY,7,"10,11"
604,6,4,AUGUST,8,"25,26"
604,6,4,OCTOBER,10,"9,10"
605,6,5,APRIL,4,"11,14"
605,6,5,MAY,5,"28,29"
605,6,5,JULY,7,"14,15"
605,6,5,AUGUST,8,"27,28"
605,6,5,OCTOBER,10,"14,15"
606,6,6,APRIL,4,"15,16"
606,6,6,MAY,5,30
606,6,6,JUNE,6,2
606,6,6,JULY,7,"16,17"
606,6,6,AUGUST,8,29
606,6,6,SEPTEMBER,9,2
606,6,6,OCTOBER,10,"16,17"
607,6,7,APRIL,4,"17,18"
607,6,7,JUNE,6,"3,4"
607,6,7,JULY,7,"18,21"
607,6,7,SEPTEMBER,9,"3,4"
607,6,7,OCTOBER,10,"20,21"
608,6,8,APRIL,4,"21,22"
608,6,8,JUNE,6,"5,6"
608,6,8,JULY,7,"22,23"
608,6,8,SEPTEMBER,9,"5,8"
608,6,8,OCTOBER,10,"22,23"
609,6,9,APRIL,4,"23,24"
609,6,9,JUNE,6,"9,10"
609,6,9,JULY,7,"24,25"
609,6,9,SEPTEMBER,9,"9,10"
609,6,9,OCTOBER,10,"24,27"
610,6,10,APRIL,4,"25,28"
610,6,10,JUNE,6,"11,12"
610,6,10,JULY,7,"28,29"
610,6,10,SEPTEMBER,9,"11,12"
610,6,10,OCTOBER,10,"28,29"
611,6,11,APRIL,4,"29,30"
611,6,11,JUNE,6,"13,16"
611,6,11,JULY,7,"30,31"
611,6,11,SEPTEMBER,9,"15,16"
611,6,11,OCTOBER,10,"30,31"
612,6,12,MAY,5,"1,2"
612,6,12,JUNE,6,"17,18"
612,6,12,AUGUST,8,"1,4"
612,6,12,SEPTEMBER,9,"17,18"
612,6,12,NOVEMBER,11,"3,4"
613,6,13,MAY,5,"5,6"
613,6,13,JUNE,6,"19,20"
613,6,13,AUGUST,8,"5,6"
613,6,13,SEPTEMBER,9,"19,22"
613,6,13,NOVEMBER,11,"5,6"
614,6,14,MAY,5,"7,8"
614,6,14,JUNE,6,"23,24"
614,6,14,AUGUST,8,"7,8"
614,6,14,SEPTEMBER,9,"23,24"
614,6,14,NOVEMBER,11,"7,10"
615,6,15,MAY,5,"9,12"
615,6,15,JUNE,6,"25,26"
615,6,15,AUGUST,8,"11,12"
615,6,15,SEPTEMBER,9,"25,26"
615,6,15,NOVEMBER,11,"11,12"
616,6,16,MAY,5,"13,14"
616,6,16,JUNE,6,"27,30"
616,6,16,AUGUST,8,"13,14"
616,6,16,SEPTEMBER,9,"29,30"
616,6,16,NOVEMBER,11,"13,14"
701,7,1,APRIL,4,"1,2"
701,7,1,MAY,5,"7,8"
701,7,1,JUNE,6,"13,16"
701,7,1,JULY,7,"22,23"
701,7,1,AUGUST,8,"27,28"
701,7,1,OCTOBER,10,"3,6"
701,7,1,NOVEMBER,11,"11,12"
702,7,2,APRIL,4,"3,4"
702,7,2,MAY,5,"9,12"
702,7,2,JUNE,6,"17,18"
702,7,2,JULY,7,"24,25"
702,7,2,AUGUST,8,29
702,7,2,SEPTEMBER,9,2
702,7,2,OCTOBER,10,"7,8"
702,7,2,NOVEMBER,11,"13,14"
703,7,3,APRIL,4,"7,8"
703,7,3,MAY,5,"13,14"
703,7,3,JUNE,6,"19,20"
703,7,3,JULY,7,"28,29"
703,7,3,SEPTEMBER,9,"3,4"
703,7,3,OCTOBER,10,"9,10"
703,7,3,NOVEMBER,11,"17,18"
704,7,4,APRIL,4,"9,10"
704,7,4,MAY,5,"15,16"
704,7,4,JUNE,6,"23,24"
704,7,4,JULY,7,"30,31"
704,7,4,SEPTEMBER,9,"5,8"
704,7,4,OCTOBER,10,"14,15"
704,7,4,NOVEMBER,11,"19,20"
705,7,5,APRIL,4,"11,14"
705,7,5,MAY,5,"19,20"
705,7,5,JUNE,6,"25,26"
705,7,5,AUGUST,8,"1,4"
705,7,5,SEPTEMBER,9,"9,10"
705,7,5,OCTOBER,10,"16,17"
705,7,5,NOVEMBER,11,21
706,7,6,APRIL,4,"15,16"
706,7,6,MAY,5,"21,22"
706,7,6,JUNE,6,"27,30"
706,7,6,AUGUST,8,"5,6"
706,7,6,SEPTEMBER,9,"11,12"
706,7,6,OCTOBER,10,"20,21"
707,7,7,APRIL,4,"17,18"
707,7,7,MAY,5,"23,27"
707,7,7,JULY,7,"1,2"
707,7,7,AUGUST,8,"7,8"
707,7,7,SEPTEMBER,9,"15,16"
707,7,7,OCTOBER,10,"22,23"
708,7,8,APRIL,4,"21,22"
708,7,8,MAY,5,"28,29"
708,7,8,JULY,7,"3,7"
708,7,8,AUGUST,8,"11,12"
708,7,8,SEPTEMBER,9,"17,18"
708,7,8,OCTOBER,10,"24,27"
709,7,9,APRIL,4,"23,24"
709,7,9,MAY,5,30
709,7,9,JUNE,6,2
709,7,9,JULY,7,"8,9"
709,7,9,AUGUST,8,"13,14"
709,7,9,SEPTEMBER,9,"19,22"
709,7,9,OCTOBER,10,"28,29"
710,7,10,APRIL,4,"25,28"
710,7,10,JUNE,6,"3,4"
710,7,10,JULY,7,"10,11"
710,7,10,AUGUST,8,"15,18"
710,7,10,SEPTEMBER,9,"23,24"
710,7,10,OCTOBER,10,"30,31"
711,7,11,APRIL,4,"29,30"
711,7,11,JUNE,6,"5,6"
711,7,11,JULY,7,"14,15"
711,7,11,AUGUST,8,"19,20"
711,7,11,SEPTEMBER,9,"25,26"
711,7,11,NOVEMBER,11,"3,4"
712,7,12,MAY,5,"1,2"
712,7,12,JUNE,6,"9,10"
712,7,12,JULY,7,"16,17"
712,7,12,AUGUST,8,"21,22"
712,7,12,SEPTEMBER,9,"29,30"
712,7,12,NOVEMBER,11,"5,6"
713,7,13,MAY,5,"5,6"
713,7,13,JUNE,6,"11,12"
713,7,13,JULY,7,"18,21"
713,7,13,AUGUST,8,"25,26"
713,7,13,OCTOBER,10,"1,2"
713,7,13,NOVEMBER,11,"7,10"
801,8,1,APRIL,4,"1,2"
801,8,1,MAY,5,"15,16"
801,8,1,JULY,7,"1,2"
801,8,1,AUGUST,8,"15,18"
801,8,1,OCTOBER,10,"1,2"
801,8,1,NOVEMBER,11,"17,18"
802,8,2,APRIL,4,"3,4"
802,8,2,MAY,5,"19,20"
802,8,2,JULY,7,"3,7"
802,8,2,AUGUST,8,"19,20"
802,8,2,OCTOBER,10,"3,6"
802,8,2,NOVEMBER,11,"19,20"
803,8,3,APRIL,4,"7,8"
803,8,3,MAY,5,"21,22"
803,8,3,JULY,7,"8,9"
803,8,3,AUGUST,8,"21,22"
803,8,3,OCTOBER,10,"7,8"
803,8,3,NOVEMBER,11,21
804,8,4,APRIL,4,"9,10"
804,8,4,MAY,5,"23,27"
804,8,4,JULY,7,"10,11"
804,8,4,AUGUST,8,"25,26"
804,8,4,OCTOBER,10,"9,10"
805,8,5,APRIL,4,"11,14"
805,8,5,MAY,5,"28,29"
805,8,5,JULY,7,"14,15"
805,8,5,AUGUST,8,"27,28"
805,8,5,OCTOBER,10,"14,15"
806,8,6,APRIL,4,"15,16"
806,8,6,MAY,5,30
806,8,6,JUNE,6,2
806,8,6,JULY,7,"16,17"
806,8,6,AUGUST,8,29
806,8,6,SEPTEMBER,9,2
806,8,6,OCTOBER,10,"16,17"
807,8,7,APRIL,4,"17,18"
807,8,7,JUNE,6,"3,4"
807,8,7,JULY,7,"18,21"
807,8,7,SEPTEMBER,9,"3,4"
807,8,7,OCTOBER,10,"20,21"
807,8,7,NOVEMBER,11,"17,18"
808,8,8,APRIL,4,"21,22"
808,8,8,JUNE,6,"5,6"
808,8,8,JULY,7,"22,23"
808,8,8,SEPTEMBER,9,"5,8"
808,8,8,OCTOBER,10,"22,23"
808,8,8,NOVEMBER,11,"19,20"
809,8,9,APRIL,4,"23,24"
809,8,9,JUNE,6,"9,10"
809,8,9,JULY,7,"24,25"
809,8,9,SEPTEMBER,9,"9,10"
809,8,9,OCTOBER,10,"24,27"
809,8,9,NOVEMBER,11,21
810,8,10,APRIL,4,"25,28"
810,8,10,JUNE,6,"11,12"
810,8,10,JULY,7,"28,29"
810,8,10,SEPTEMBER,9,"11,12"
810,8,10,OCTOBER,10,"28,29"
811,8,11,APRIL,4,"29,30"
811,8,11,JUNE,6,"13,16"
811,8,11,JULY,7,"30,31"
811,8,11,SEPTEMBER,9,"15,16"
811,8,11,OCTOBER,10,"30,31"
812,8,12,MAY,5,"1,2"
812,8,12,JUNE,6,"17,18"
812,8,12,AUGUST,8,"1,4"
812,8,12,SEPTEMBER,9,"17,18"
812,8,12,NOVEMBER,11,"3,4"
813,8,13,MAY,5,"5,6"
813,8,13,JUNE,6,"19,20"
813,8,13,AUGUST,8,"5,6"
813,8,13,SEPTEMBER,9,"19,22"
813,8,13,NOVEMBER,11,"5,6"
814,8,14,MAY,5,"7,8"
814,8,14,JUNE,6,"23,24"
814,8,14,AUGUST,8,"7,8"
814,8,14,SEPTEMBER,9,"23,24"
814,8,14,NOVEMBER,11,"7,10"
815,8,15,MAY,5,"9,12"
815,8,15,JUNE,6,"25,26"
815,8,15,AUGUST,8,"11,12"
815,8,15,SEPTEMBER,9,"25,26"
815,8,15,NOVEMBER,11,"11,12"
816,8,16,MAY,5,"13,14"
816,8,16,JUNE,6,"27,30"
816,8,16,AUGUST,8,"13,14"
816,8,16,SEPTEMBER,9,"29,30"
816,8,16,NOVEMBER,11,"13,14"
901,9,1,APRIL,4,"1,2"
901,9,1,MAY,5,"19,20"
901,9,1,JULY,7,"8,9"
901,9,1,AUGUST,8,"26,27"
901,9,1,OCTOBER,10,"15,16"
902,9,2,APRIL,4,"3,4"
902,9,2,MAY,5,"21,22"
902,9,2,JULY,7,"10,11"
902,9,2,AUGUST,8,"28,29"
902,9,2,OCTOBER,10,"17,20"
903,9,3,APRIL,4,"7,8"
903,9,3,MAY,5,"23,27"
903,9,3,JULY,7,"14,15"
903,9,3,SEPTEMBER,9,"2,3"
903,9,3,OCTOBER,10,"21,22"
904,9,4,APRIL,4,"9,10"
904,9,4,MAY,5,"28,29"
904,9,4,JULY,7,"16,17"
904,9,4,SEPTEMBER,9,"4,5"
904,9,4,OCTOBER,10,"23,24"
905,9,5,APRIL,4,"11,14"
905,9,5,MAY,5,30
905,9,5,JUNE,6,2
905,9,5,JULY,7,"18,21"
905,9,5,SEPTEMBER,9,"8,9"
905,9,5,OCTOBER,10,"27,28"
906,9,6,APRIL,4,"15,16"
906,9,6,JUNE,6,"3,4"
906,9,6,JULY,7,"22,23"
906,9,6,SEPTEMBER,9,"10,11"
906,9,6,OCTOBER,10,"29,30"
907,9,7,APRIL,4,"17,18"
907,9,7,JUNE,6,"5,6"
907,9,7,JULY,7,"25,28"
907,9,7,SEPTEMBER,9,"12,15"
907,9,7,OCTOBER,10,31
907,9,7,NOVEMBER,11,3
908,9,8,APRIL,4,"21,22"
908,9,8,JUNE,6,"9,10"
908,9,8,JULY,7,"29,30"
908,9,8,SEPTEMBER,9,"16,17"
908,9,8,NOVEMBER,11,"4,5"
909,9,9,APRIL,4,"23,24"
909,9,9,JUNE,6,"11,12"
909,9,9,JULY,7,31
909,9,9,AUGUST,8,1
909,9,9,SEPTEMBER,9,"18,19"
909,9,9,NOVEMBER,11,"6,7"
910,9,10,APRIL,4,"25,28"
910,9,10,JUNE,6,"13,16"
910,9,10,AUGUST,8,"4,5"
910,9,10,SEPTEMBER,9,"22,23"
910,9,10,NOVEMBER,11,"10,11"
911,9,11,APRIL,4,"29,30"
911,9,11,JUNE,6,"17,18"
911,9,11,AUGUST,8,"6,7"
911,9,11,SEPTEMBER,9,"24,25"
911,9,11,NOVEMBER,9,"12,13"
912,9,12,MAY,5,"1,2"
912,9,12,JUNE,6,"19,20"
